"","DIST_SURCOS","DIST_PLANTAS","POBLACION_20DIAS","ContMalQui","ContPlaQui","CanFerQui","PENDIENTE","PH","PROF_EFEC","Temp_Max_Avg_Veg","Temp_Min_Avg_Veg","Temp_Avg_Veg","Diurnal_Range_Avg_Veg","Sol_Ener_Accu_Veg","Rain_Accu_Veg","Rain_10_Freq_Veg","Rhum_Avg_Veg","Rhum_sd_Veg","Temp_Max_Avg_For","Temp_Min_Avg_For","Temp_Avg_For","Diurnal_Range_Avg_For","Sol_Ener_Accu_For","Rain_Accu_For","Rain_10_Freq_For","Rhum_Avg_For","Rhum_sd_For","Temp_Max_Avg_Mad","Temp_Min_Avg_Mad","Temp_Avg_Mad","Diurnal_Range_Avg_Mad","Sol_Ener_Accu_Mad","Rain_Accu_Mad","Rain_10_Freq_Mad","Rhum_Avg_Mad","Rhum_sd_Mad","TotN","Totp","Totk","RDT"
"Temp_Min_Avg_For",-0.0970439781777314,-0.0842668173682481,0.155814602569244,0.0513540567467444,0.12407731273322,-0.30955480056028,0.22404437109721,0.00289010712394689,0.161886861055054,0.264905566292666,0.835319630419067,0.518061554180041,-0.287044876171418,-0.394184946615391,-0.134631699131433,-0.147423693112695,-0.493999522324894,0.494215229853186,0.326355626733381,1,0.596434518652069,-0.0524791978291571,-0.448546664591755,0.00783526414329703,-0.0269696769749854,-0.3211840819908,0.393076257049338,0.305500999832964,-0.0132898340903024,0.283674859806887,0.319566158767431,0.199481894480354,-0.617133531566083,-0.634779345433719,-0.321119413904678,-0.0146121717562592,-0.226065124962017,-0.143190568094164,-0.284345493993507,0.32860435883685
"Temp_Avg_For",-0.0536424018068918,-0.0474267821084339,0.0539363954259486,-0.165706562744066,0.145455705975914,0.113097275894695,0.379187863360174,0.114692254708139,-0.195299554692969,0.919770359683498,0.874113478925247,0.986682721451815,0.541885247470552,-0.848529550631002,-0.774705941604109,-0.783847622663251,-0.979906765863224,0.908183650177215,0.95336340894912,0.596434518652069,1,0.770255278630288,-0.870218094552264,-0.531627143264598,-0.560521431101685,-0.867659006984016,0.52454411900901,0.90769314581243,0.143089389634989,0.874786494793512,0.914079588462032,-0.210071421138417,-0.905210959864925,-0.866820762102295,-0.861825542380826,-0.00381949818167245,0.0865095614896521,0.085107936758727,-0.0715158408137064,0.441814958367354
"Diurnal_Range_Avg_For",0.010365418103349,0.0079467180142878,-0.0566944415158783,-0.246963979909378,0.0823843179002122,0.386657988552601,0.293752955024144,0.14039673307295,-0.371602943225602,0.933846929278905,0.423834614389403,0.81595610991055,0.902244701631303,-0.742497688061468,-0.856872752274626,-0.858082692611762,-0.826643797860278,0.73723895470417,0.926817644819366,-0.0524791978291571,0.770255278630288,1,-0.72628942801827,-0.667642885188416,-0.675937934906275,-0.824298464338779,0.340295965775031,0.886567077055257,0.188582076175721,0.862968097745214,0.883337557659274,-0.419851417111934,-0.635878720207103,-0.574095954555431,-0.817092208195249,0.00685776884459921,0.287244476730701,0.219654662849165,0.136944331879074,0.288594071508331
"Sol_Ener_Accu_For",-0.176716601434657,-0.102722548753192,0.0619615795339437,0.292089277477709,-0.266514234257134,-0.28447818749877,-0.538727637549621,-0.326046478498912,0.0979375146482594,-0.853209704047372,-0.796823929128237,-0.909655640644855,-0.513326408982985,0.984397208964975,0.731049020229791,0.743295558211561,0.88386050197975,-0.712404785540229,-0.856137218865164,-0.448546664591755,-0.870218094552264,-0.72628942801827,1,0.463524385237705,0.529141449773244,0.676079879174735,-0.314547705044444,-0.779735113356835,0.261201512869999,-0.684264045810014,-0.859706262978025,0.0707859986256151,0.836522115896685,0.848029236664617,0.690631011872141,0.1032098908497,-0.186457078752178,-0.201160948291173,-0.0279877286020157,-0.503954041575514
"Rain_Accu_For",0.0176738199285571,-0.0240791502303537,0.0874904991374022,0.267411565929594,-0.142429488445329,-0.320880134695084,-0.119605253562315,-0.190857771610332,0.418197192447666,-0.553789698074129,-0.355099775922776,-0.525462679774347,-0.45626329256672,0.566492714856656,0.802761112081465,0.821300706546161,0.63263722072446,-0.664180524713199,-0.629012008166966,0.00783526414329703,-0.531627143264598,-0.667642885188416,0.463524385237705,1,0.990775351051184,0.772110414421607,-0.750078483719145,-0.762396327437075,-0.168431516821793,-0.743198109567093,-0.758404885288127,0.349262950983303,0.295320380527846,0.144968967306923,0.71437351665534,0.0200649064685424,-0.386137735122148,-0.14010480894711,0.0379232060674048,-0.314951625322237
"Rain_10_Freq_For",-0.0370492207971327,-0.0562324377146031,0.0684504460554482,0.283415426511416,-0.184697474523955,-0.334636934583403,-0.170463151702025,-0.200047302418036,0.410996252084195,-0.575536702539891,-0.408837721547499,-0.562045939674278,-0.44396437397254,0.630898134527547,0.827528125663814,0.848255104591998,0.66553717579179,-0.672806199319055,-0.649951396952194,-0.0269696769749854,-0.560521431101685,-0.675937934906275,0.529141449773244,0.990775351051184,1,0.770752971231885,-0.726805503845454,-0.763377501043732,-0.0815451968598922,-0.728915533272585,-0.77627117048335,0.340485371072993,0.33072339946588,0.192052718502157,0.69990294056984,0.0675524531273278,-0.393783590540042,-0.152357651637626,0.0276713913929827,-0.342503223895614
"Rhum_Avg_For",0.122606441939695,0.0930342811642954,-0.0910966351270625,0.264859319666924,-0.103900862014028,-0.175037102362275,-0.201939938386962,-0.0261807841404748,0.276144723744271,-0.83596270077688,-0.626360694392954,-0.829403846088335,-0.620156317664618,0.720813512159109,0.899016854819311,0.900478088403691,0.892867628912872,-0.884479330465337,-0.90101567139622,-0.3211840819908,-0.867659006984016,-0.824298464338779,0.676079879174735,0.772110414421607,0.770752971231885,1,-0.747624406425523,-0.912025250810601,-0.356984333050801,-0.916263868096473,-0.877098010831364,0.329189664653113,0.643696052434647,0.546821628618363,0.850675700735529,-0.0681165051381079,-0.215532818674338,-0.050153742326611,0.0381333369744039,-0.356198119188072
"Rhum_sd_For",-0.244044747107877,-0.129580099745248,0.203682596668651,-0.278592906846159,0.116119813264793,0.0047136020809953,-0.0363090144534652,0.0785388328006054,-0.225910024678929,0.379843939937028,0.451785052802973,0.443867133665725,0.15484214838181,-0.386023426535236,-0.5709421294476,-0.585039031818728,-0.54027568089188,0.655956464203971,0.469916038575772,0.393076257049338,0.52454411900901,0.340295965775031,-0.314547705044444,-0.750078483719145,-0.726805503845454,-0.747624406425523,1,0.619823883581749,0.401767461344168,0.650549567322978,0.56522470972087,-0.0584175978786128,-0.290585619108339,-0.147772103339057,-0.612409746655826,0.216313723768573,0.139314669757068,-0.0511085421476579,-0.206833911939036,0.218676962360107
"Temp_Max_Avg_Mad",-0.1110806975305,-0.0154261868869883,-0.0158417631538482,-0.26548317957096,0.0964997705315799,0.223609298110484,0.305805500991721,0.225133060216209,-0.365120457531679,0.932721191458419,0.659714230460867,0.909714573635294,0.721659763541295,-0.790931456137041,-0.830996573215684,-0.844550687311084,-0.922461228023504,0.884364265705582,0.954058806169602,0.305500999832964,0.90769314581243,0.886567077055257,-0.779735113356835,-0.762396327437075,-0.763377501043732,-0.912025250810601,0.619823883581749,1,0.283852564148557,0.985828226299736,0.9825620344607,-0.288086023598244,-0.765823707716648,-0.676807568648753,-0.978016862933094,0.09082090567748,0.203352516733427,0.13118330881403,-0.0447349316877542,0.369552823697319
"Temp_Min_Avg_Mad",-0.533441672281103,-0.39111831273904,0.36565956028554,-0.120233367687451,-0.392261833260356,-0.334383955989289,-0.288467083850944,-0.149274894836588,-0.225461537169048,0.163089720336987,-0.122568232065308,0.0637111813887506,0.30684478754524,0.266393202577177,-0.0956527577653647,-0.0754467356148643,-0.079130527448763,0.276361173647893,0.173505252202925,-0.0132898340903024,0.143089389634989,0.188582076175721,0.261201512869999,-0.168431516821793,-0.0815451968598922,-0.356984333050801,0.401767461344168,0.283852564148557,1,0.44068752777478,0.100615580503056,-0.00542623116933424,0.0297479095159545,0.0810091290789657,-0.39417100050697,0.364628775672949,-0.0713978592352162,-0.328002221826359,-0.253206815190612,-0.220417428854869
"Temp_Avg_Mad",-0.197317901533232,-0.0828692436360722,0.0491431060361127,-0.269571927516445,0.0217120862184193,0.150833811052003,0.235816532878719,0.184645897172882,-0.381259164924032,0.901716066613427,0.596158911501847,0.862791345169384,0.729277851302882,-0.693837385659389,-0.794686456583657,-0.803840245015494,-0.877422020982577,0.876263211877042,0.923513878613697,0.283674859806887,0.874786494793512,0.862968097745214,-0.684264045810014,-0.743198109567093,-0.728915533272585,-0.916263868096473,0.650549567322978,0.985828226299736,0.44068752777478,1,0.937445314252995,-0.270645985663517,-0.711734405396939,-0.619432067649463,-0.984549001394408,0.148816842882495,0.177880577223949,0.0654241559444961,-0.0861789410081972,0.307400243536341
"Diurnal_Range_Avg_Mad",-0.0118175741632555,0.0598358779913126,-0.0873429005259742,-0.252151879880746,0.176192459244818,0.296858677367278,0.373242013358273,0.262545051221752,-0.335131033734957,0.936170508416101,0.708289572247827,0.931569340149537,0.68929659678641,-0.872330360856344,-0.843697390212101,-0.861679366101386,-0.941805340792482,0.864030576878113,0.956290820111932,0.319566158767431,0.914079588462032,0.883337557659274,-0.859706262978025,-0.758404885288127,-0.77627117048335,-0.877098010831364,0.56522470972087,0.9825620344607,0.100615580503056,0.937445314252995,1,-0.297867055826916,-0.800390325126748,-0.717966922879583,-0.93836027859492,0.0235306112092213,0.224844252851383,0.199719596078876,0.00268244083223653,0.426190922851447
"Sol_Ener_Accu_Mad",-0.209662553873532,-0.181827978304192,0.245581356659554,-0.229302683702318,-0.270149900952187,-0.512849219671357,0.00478270443974378,0.219925299166767,0.28547239423314,-0.287436020315288,-0.0463432595095213,-0.217438512030416,-0.341577360308269,0.114713948413559,0.342573892198931,0.346388735951217,0.268202134657332,-0.25825104757905,-0.322399790225543,0.199481894480354,-0.210071421138417,-0.419851417111934,0.0707859986256151,0.349262950983303,0.340485371072993,0.329189664653113,-0.0584175978786128,-0.288086023598244,-0.00542623116933424,-0.270645985663517,-0.297867055826916,1,0.253269277316327,0.0275637387558742,0.240615912527559,0.164117308191985,-0.364716884702863,-0.354837778474843,-0.243214312888483,-0.246643500647348
"Rain_Accu_Mad",-0.0644667667881266,-0.116299523054771,0.0867963684140661,0.0587644519064886,-0.208113854537757,-0.160535223441338,-0.36447540081089,-0.126263555342622,0.116795764879393,-0.827912568533281,-0.841732639994837,-0.91015242262382,-0.446066974723365,0.781987419261545,0.562546723273221,0.573098900522895,0.857885566159913,-0.7386505552398,-0.833952538282773,-0.617133531566083,-0.905210959864925,-0.635878720207103,0.836522115896685,0.295320380527846,0.33072339946588,0.643696052434647,-0.290585619108339,-0.765823707716648,0.0297479095159545,-0.711734405396939,-0.800390325126748,0.253269277316327,1,0.94010839624112,0.737276352129083,0.0490795472689097,-0.0349499463160834,-0.110799931608377,-0.00899079448511027,-0.465858867962177
"Rain_10_Freq_Mad",-0.061756357095592,-0.0874960707669413,0.0360940832805784,0.0628254302776613,-0.0936775294293114,-0.0616552599297441,-0.380151866080701,-0.159573364272211,0.0103320239879751,-0.790861645539799,-0.829392679539535,-0.879572776603246,-0.406871205323298,0.775236359445413,0.490081027240399,0.496851960021224,0.806598308604077,-0.655895711264979,-0.782107328715972,-0.634779345433719,-0.866820762102295,-0.574095954555431,0.848029236664617,0.144968967306923,0.192052718502157,0.546821628618363,-0.147772103339057,-0.676807568648753,0.0810091290789657,-0.619432067649463,-0.717966922879583,0.0275637387558742,0.94010839624112,1,0.645745473114657,0.0472068122541103,0.0941208447476746,-0.0896267634127849,-0.0279589223538529,-0.395169122272742
"Rhum_Avg_Mad",0.180668966623153,0.0466645298006949,-0.000445220091631813,0.268878880267234,-0.0166558840848588,-0.157415110655773,-0.273696892589516,-0.24026429809689,0.362071327087576,-0.884110679031491,-0.606135209123529,-0.854609288561951,-0.698625710729195,0.691236253913287,0.713318695700182,0.728559675835899,0.849693398938955,-0.833622091342291,-0.894170263001596,-0.321119413904678,-0.861825542380826,-0.817092208195249,0.690631011872141,0.71437351665534,0.69990294056984,0.850675700735529,-0.612409746655826,-0.978016862933094,-0.39417100050697,-0.984549001394408,-0.93836027859492,0.240615912527559,0.737276352129083,0.645745473114657,1,-0.192111214222035,-0.16493422692159,-0.0939161798036737,0.0962745488832721,-0.319817237497485
"Rhum_sd_Mad",-0.24205780552328,0.0213645848345868,0.11387221384705,-0.243411098503135,-0.146911028135344,-0.0436002668018868,0.0817811691866606,-0.0392651978073563,0.151790604427291,0.0852966927979092,-0.210929472410408,-0.0255244821746448,0.271969733291523,0.110248156133357,0.244768156962035,0.231753020051391,0.0883595570055995,-0.124844851737732,0.000996616780525212,-0.0146121717562592,-0.00381949818167245,0.00685776884459921,0.1032098908497,0.0200649064685424,0.0675524531273278,-0.0681165051381079,0.216313723768573,0.09082090567748,0.364628775672949,0.148816842882495,0.0235306112092213,0.164117308191985,0.0490795472689097,0.0472068122541103,-0.192111214222035,1,-0.230326049704875,0.0751921154988057,0.0793470427753456,-0.173273192487475
"TotN",0.247959635674173,-0.073207886314607,0.0364832376245044,-0.437950395775939,0.0850761649476802,0.660675941630309,0.079863853811655,0.104100410015072,-0.0621818798542537,0.14915516194724,-0.0185442520239268,0.0957618374168049,0.209591540356605,-0.249062470210133,-0.334718158954432,-0.31944416455324,-0.140983737896935,0.105840496535271,0.186884416299865,-0.226065124962017,0.0865095614896521,0.287244476730701,-0.186457078752178,-0.386137735122148,-0.393783590540042,-0.215532818674338,0.139314669757068,0.203352516733427,-0.0713978592352162,0.177880577223949,0.224844252851383,-0.364716884702863,-0.0349499463160834,0.0941208447476746,-0.16493422692159,-0.230326049704875,1,-0.00895741047272976,0.0825483541075159,0.315526055146805
"Totp",0.0756597491277729,0.068140060282662,-0.198488803975128,0.362311794029642,0.413730772775081,0.53385390408262,0.160220844245552,0.328242272713566,-0.203064079746993,0.179585352283731,0.0253856945420642,0.134421713115951,0.216121876449756,-0.207414671986402,-0.109943249234631,-0.125342563136319,-0.123507673046065,0.0332885481684402,0.154070493848197,-0.143190568094164,0.085107936758727,0.219654662849165,-0.201160948291173,-0.14010480894711,-0.152357651637626,-0.050153742326611,-0.0511085421476579,0.13118330881403,-0.328002221826359,0.0654241559444961,0.199719596078876,-0.354837778474843,-0.110799931608377,-0.0896267634127849,-0.0939161798036737,0.0751921154988057,-0.00895741047272976,1,0.323627776304579,0.271825882452207
"Totk",0.0553752322075489,0.363712284802082,-0.229269269343561,0.100633284093232,0.353477212655267,0.651062603709437,-0.244373261035888,0.0344978507706797,0.0345978724036104,0.0368589344177832,-0.144126157904763,-0.0322626550871879,0.157752780988083,-0.03984486022862,-0.0157996262570633,-0.00569368261995659,0.0226709807072025,-0.124133780881477,0.0227024441343651,-0.284345493993507,-0.0715158408137064,0.136944331879074,-0.0279877286020157,0.0379232060674048,0.0276713913929827,0.0381333369744039,-0.206833911939036,-0.0447349316877542,-0.253206815190612,-0.0861789410081972,0.00268244083223653,-0.243214312888483,-0.00899079448511027,-0.0279589223538529,0.0962745488832721,0.0793470427753456,0.0825483541075159,0.323627776304579,1,0.247922414610977
"RDT",0.200194980390922,-0.123662152473524,-0.0910364021262052,0.124085526083804,0.422139830491885,0.432417889709498,0.224218590146638,0.333645938059843,-0.234456297226097,0.329829996209612,0.496987718241436,0.427381219175458,0.0549610734545807,-0.512030789447172,-0.405639299808535,-0.391735915862268,-0.459601941492796,0.385153501487096,0.396734178932896,0.32860435883685,0.441814958367354,0.288594071508331,-0.503954041575514,-0.314951625322237,-0.342503223895614,-0.356198119188072,0.218676962360107,0.369552823697319,-0.220417428854869,0.307400243536341,0.426190922851447,-0.246643500647348,-0.465858867962177,-0.395169122272742,-0.319817237497485,-0.173273192487475,0.315526055146805,0.271825882452207,0.247922414610977,1
